lineage_id,source_repo,repo_urls,repo_count,notice_ids,notice_count,repo_roles,parent_or_source_repos,first_observed_repo_date,first_observed_offending_commit_date,removal_or_disable_date,alleged_data_types,paper_title,doi,pubmed_id,paper_authors,evidence_urls,manual_review_needed,evidence_file
lineage_astrazheng_longitudinal-data,AstraZheng/Longitudinal-data,https://github.com/AstraZheng/Longitudinal-data,1,2026-04-10-uk-biobank-3,1,unknown,,,,2026-04-10,genotype; phenotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank-3.md; https://raw.githubusercontent.com/AstraZheng/Longitudinal-data/18fcdbe2814bcbcfe331b918ffa3626bbc9e16ec/raw_data_sample.txt; https://github.com/AstraZheng/Longitudinal-data; https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank-3.md; https://github.com/AstraZheng/Longitudinal-data/blob/3429e7d4f7276bd3248dc5ca544798b93a7d6809/output_data_sample.xlsx; https://github.com/AstraZheng/Longitudinal-data; https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank-3.md; https://github.com/AstraZheng/Longitudinal-data/blob/b84ea6df966b522555788a9ce7c8bedf96be1564/Job%20history%20codebook%20-%20Astra.xlsx; https://github.com/AstraZheng/Longitudinal-data,true,evidence/lineages/lineage_astrazheng_longitudinal-data.md
lineage_audoushka_ukbiobank-table-conversion,audoushka/UKBiobank-Table-Conversion,https://github.com/audoushka/UKBiobank-Table-Conversion,1,2025-12-09-uk-biobank,1,unknown,,,,2025-12-09,genotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2025/12/2025-12-09-uk-biobank.md; https://github.com/audoushka/UKBiobank-Table-Conversion/blob/ef88907514c72072a9a78140a3d51c83d17cec92/INTRO_and_INSTRUCTIONS.pdf; https://github.com/audoushka/UKBiobank-Table-Conversion,true,evidence/lineages/lineage_audoushka_ukbiobank-table-conversion.md
lineage_bakermetabolomics_ukbpheno,BakerMetabolomics/ukbpheno,https://github.com/BakerMetabolomics/ukbpheno,1,2025-12-10-uk-biobank,1,unknown,,,,2025-12-10,genotype; phenotype; hospital_episode_statistics; metabolomics,,,,,https://github.com/github/dmca/blob/master/2025/12/2025-12-10-uk-biobank.md; https://github.com/BakerMetabolomics/ukbpheno/blob/42fd07d2145b706581ba0a021a222f6be669a36c/R/plot_timeline.R; https://github.com/BakerMetabolomics/ukbpheno,true,evidence/lineages/lineage_bakermetabolomics_ukbpheno.md
lineage_barneyhill_shapeit5,barneyhill/shapeit5,https://github.com/barneyhill/shapeit5,1,2025-11-13-uk-biobank,1,unknown,,,,2025-11-13,genotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/barneyhill/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/barneyhill/shapeit5,true,evidence/lineages/lineage_barneyhill_shapeit5.md
lineage_batmanlab_ukb_api,batmanlab/ukb_api,https://github.com/batmanlab/ukb_api,1,2025-12-15-uk-biobank,1,unknown,,,,2025-12-15,genotype; hospital_episode_statistics; imaging,,,,,https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/a8408dae96c4f9c5184ec270574deab57fc08854/static_resources/UKB_fs_folder_paths_march_2022.csv; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/a8408dae96c4f9c5184ec270574deab57fc08854/static_resources/ukb_brain_imaging_metadata.csv; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/68362000ee42cb6c30946d213a87f9f325b4bae1/notebooks/ukbaccessrepo_demo.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/68362000ee42cb6c30946d213a87f9f325b4bae1/notebooks/data_refresh_eda_ukb.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/8fd484d5a6c745a9663848e1809feb6a946f4d3f/notebooks/ukb_metadata_EDA.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/b1fa8e6fefff2b55c61ea86a5c0b5462c202054a/notebooks/EDA_ADNI1_Freesurfer6_UKB_Harmonization.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/b1fa8e6fefff2b55c61ea86a5c0b5462c202054a/notebooks/UKB_FS6_vs_FS7.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/8fd484d5a6c745a9663848e1809feb6a946f4d3f/notebooks/UKBRepo_demo.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/8fd484d5a6c745a9663848e1809feb6a946f4d3f/notebooks/ukb_repo_devlopment_notebook.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/b1fa8e6fefff2b55c61ea86a5c0b5462c202054a/notebooks/EDA_harmonization_UKB_ADNI.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/b2c510defdbe505edffe86f31f3c03a572b791eb/notebooks/.ipynb_checkpoints/ukb_monai_demo-checkpoint.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/b2c510defdbe505edffe86f31f3c03a572b791eb/notebooks/ukb_monai_demo.ipynb; https://github.com/batmanlab/ukb_api,true,evidence/lineages/lineage_batmanlab_ukb_api.md
lineage_becomingcc_ukb_bioage_cancer,becomingcc/UKB_bioage_cancer,https://github.com/becomingcc/UKB_bioage_cancer,1,2025-10-15-uk-biobank-4,1,unknown,,,,2025-10-15,genotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2025/10/2025-10-15-uk-biobank-4.md; https://github.com/becomingcc/UKB_bioage_cancer/blob/main/Program/2.2_data_prep_UKB_BioAge.do; https://github.com/becomingcc/UKB_bioage_cancer,true,evidence/lineages/lineage_becomingcc_ukb_bioage_cancer.md
lineage_becomingcc_ukbfrailty,becomingcc/ukbfrailty,https://github.com/becomingcc/ukbfrailty,1,2025-11-07-uk-biobank,1,unknown,,,,2025-11-07,genotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2025/11/2025-11-07-uk-biobank.md; https://github.com/becomingcc/ukbfrailty/blob/main/Stata%20script%20for%20FI%20derivation%20in%20UKB%20data%20v2.do; https://github.com/becomingcc/ukbfrailty,true,evidence/lineages/lineage_becomingcc_ukbfrailty.md
lineage_binfnstats_ukb-idears,binfnstats/ukb-IDEARS,https://github.com/binfnstats/ukb-IDEARS,1,2025-11-07-uk-biobank-3,1,unknown,,,,2025-11-07,genotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2025/11/2025-11-07-uk-biobank-3.md; https://github.com/binfnstats/ukb-IDEARS/blob/bc9c80396a9b28c7f72c89d901be9d27df5a5d28/code_projects/genetic/snp_files.ipynb; https://github.com/binfnstats/ukb-IDEARS,true,evidence/lineages/lineage_binfnstats_ukb-idears.md
lineage_biostatshao_omniprs,biostatShao/OmniPRS,https://github.com/biostatShao/OmniPRS,1,2026-03-31-uk-biobank-3,1,unknown,,,,2026-03-31,genotype; phenotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2026/03/2026-03-31-uk-biobank-3.md; https://github.com/biostatShao/OmniPRS/blob/e7fd3b519ce8659a915bd277421337b22b542614/example/test.phen; https://github.com/biostatShao/OmniPRS,true,evidence/lineages/lineage_biostatshao_omniprs.md
lineage_blitz305_ukbanalytica,blitz305/UKBAnalytica,https://github.com/blitz305/UKBAnalytica,1,2026-04-14-uk-biobank,1,unknown,,,,2026-04-14,genotype; phenotype; hospital_episode_statistics; ehr,,,,,https://github.com/github/dmca/blob/master/2026/04/2026-04-14-uk-biobank.md; https://github.com/blitz305/UKBAnalytica/blob/d6facb23a147b51a335223a9bb12141b5cbfd32a/tests/testthat/testdata/raw_demo.csv; https://github.com/blitz305/UKBAnalytica,true,evidence/lineages/lineage_blitz305_ukbanalytica.md
lineage_chengluomilk_metabolomicscommondiseases,chengluomilk/MetabolomicsCommonDiseases,https://github.com/chengluomilk/MetabolomicsCommonDiseases,1,2025-10-02-uk-biobank-2; 2025-10-02-uk-biobank,2,unknown,,,,2025-10-02,genotype; hospital_episode_statistics; metabolomics,,,,,https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank-2.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/1_preparation/1_collect_logh_and_fit_coxph.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank-2.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplFigure_APOE4_Dementia_2_fit_coxph.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank-2.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplFigure_SHAP_4_Individuals.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank-2.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplTable_CorrelationMatrix_NMRPANEL.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank-2.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplFigure_SHAP_3_Areas.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/main/1_preparation/1_collect_logh_and_fit_coxph.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/main/2_analysis/SupplFigure_APOE4_Dementia_2_fit_coxph.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/main/2_analysis/SupplFigure_SHAP_4_Individuals.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplTable_CorrelationMatrix_NMRPANEL.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplFigure_SHAP_3_Areas.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases,true,evidence/lineages/lineage_chengluomilk_metabolomicscommondiseases.md
lineage_cind_udip-vit,cind/UDIP-ViT,https://github.com/cind/UDIP-ViT,1,2025-11-13-uk-biobank-3,1,unknown,,,,2025-11-13,genotype; hospital_episode_statistics; gwas,,,,,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-3.md; https://github.com/cind/UDIP-ViT/blob/de24be37fcd6385ed77696c01efa0bc90fa5c972/data/T1_128_gwas.csv; https://github.com/cind/UDIP-ViT,true,evidence/lineages/lineage_cind_udip-vit.md
lineage_cuihuaxia_001,CuihuaXia/001,https://github.com/CuihuaXia/001,1,2025-11-14-uk-biobank,1,unknown,,,,2025-11-14,genotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2025/11/2025-11-14-uk-biobank.md; https://github.com/CuihuaXia/001,true,evidence/lineages/lineage_cuihuaxia_001.md
lineage_cuihuaxia_ptrs-ukb,CuihuaXia/ptrs-ukb,https://github.com/CuihuaXia/ptrs-ukb,1,2025-11-13-uk-biobank-7,1,unknown,,,,2025-11-13,genotype; phenotype; hospital_episode_statistics; gwas,,,,,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-7.md; https://github.com/CuihuaXia/ptrs-ukb/blob/master/notebook/first_attempt_on_hail.ipynb; https://github.com/CuihuaXia/ptrs-ukb; https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-7.md; https://github.com/CuihuaXia/ptrs-ukb/blob/master/notebook/prepare_phenotype_and_run_gwas-with_variant_qc.ipynb; https://github.com/CuihuaXia/ptrs-ukb; https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-7.md; https://github.com/CuihuaXia/ptrs-ukb/blob/master/notebook/side_try_pheno.ipynb; https://github.com/CuihuaXia/ptrs-ukb; https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-7.md; https://github.com/CuihuaXia/ptrs-ukb/blob/master/notebook/first_look_at_prs.ipynb; https://github.com/CuihuaXia/ptrs-ukb,true,evidence/lineages/lineage_cuihuaxia_ptrs-ukb.md
lineage_danilaydh_amml-disentangling-structure-from-detail,danilayDH/AMML-Disentangling-Structure-from-Detail,https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail,1,2026-04-01-uk-biobank-5,1,unknown,,,,2026-04-01,genotype; phenotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank-5.md; https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail/blob/2269c046fdd87d343a9effe4faf72663ba670a24/src/ukbb_small.csv; https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail; https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank-5.md; https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail/blob/e6b4e4b8ec7f00bfc1119ad698a7cef0303a6af0/src/adni.csv; https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail; https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank-5.md; https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail/blob/e6b4e4b8ec7f00bfc1119ad698a7cef0303a6af0/src/adni_small.csv; https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail; https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank-5.md; https://raw.githubusercontent.com/danilayDH/AMML-Disentangling-Structure-from-Detail/c3453b40fe3e38cb528b07449736a66470d991ed/src/ukbb.csv; https://github.com/danilayDH/AMML-Disentangling-Structure-from-Detail,true,evidence/lineages/lineage_danilaydh_amml-disentangling-structure-from-detail.md
lineage_deep-learning-and-aging_main-pipeline-and-images-based-models-pipeline,deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; Deep-Learning-and-Aging/Main-pipeline-and-Images-based-models-pipeline,https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/Deep-Learning-and-Aging/Main-pipeline-and-Images-based-models-pipeline,1,2026-03-25-uk-biobank,1,unknown,,,,2026-03-25,genotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2026/03/2026-03-25-uk-biobank.md; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/github/dmca/blob/master/2026/03/2026-03-25-uk-biobank.md; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline/blob/13c306ec2dba70c4eeb6382cb1af24bd189bb36c/data/MI03A_Predictions_generate/short_Predictions_instances_Age_Abdomen_Pancreas_Contrast_InceptionResNetV2_1_1024_Adam_0.0001_0.1_0.5_1.0_test_0.csv; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/github/dmca/blob/master/2026/03/2026-03-25-uk-biobank.md; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline/blob/13c306ec2dba70c4eeb6382cb1af24bd189bb36c/data/MI03A_Predictions_generate/short_Predictions_instances_Age_Abdomen_Pancreas_Contrast_InceptionResNetV2_1_1024_Adam_0.0001_0.1_0.5_1.0_train_4.csv; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/github/dmca/blob/master/2026/03/2026-03-25-uk-biobank.md; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline/blob/13c306ec2dba70c4eeb6382cb1af24bd189bb36c/data/MI03A_Predictions_generate/short_Predictions_instances_Age_Abdomen_Pancreas_Contrast_InceptionResNetV2_1_1024_Adam_0.0001_0.1_0.5_1.0_val_9.csv; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/github/dmca/blob/master/2026/03/2026-03-25-uk-biobank.md; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline/blob/7279463f1b044a59ad2f46452a910f43159ae476/data/FoldsAugmented/fake_data-features_Heart_20208_Augmented_Age_test_2.csv; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/github/dmca/blob/master/2026/03/2026-03-25-uk-biobank.md; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline/blob/7279463f1b044a59ad2f46452a910f43159ae476/data/FoldsAugmented/fake_data-features_Heart_20208_Augmented_Age_train_0.csv; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/github/dmca/blob/master/2026/03/2026-03-25-uk-biobank.md; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline/blob/7279463f1b044a59ad2f46452a910f43159ae476/data/FoldsAugmented/fake_data-features_Heart_20208_Augmented_Age_val_0.csv; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/github/dmca/blob/master/2026/03/2026-03-25-uk-biobank.md; https://github.com/Deep-Learning-and-Aging/Main-pipeline-and-Images-based-models-pipeline/blob/b3aca1f7198d345b9a71aed33ae04c1a5cb00eac/bash/backupworking.err; https://github.com/Deep-Learning-and-Aging/Main-pipeline-and-Images-based-models-pipeline,true,evidence/lineages/lineage_deep-learning-and-aging_main-pipeline-and-images-based-models-pipeline.md
lineage_deepgohil_gogogpcr,deepgohil/gogoGPCR,https://github.com/deepgohil/gogoGPCR,1,2025-12-08-uk-biobank,1,unknown,,,,2025-12-08,genotype; hospital_episode_statistics; covariates,,,,,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank.md; https://github.com/deepgohil/gogoGPCR/blob/c9df069580c277fe60d2bf67c9532201f056b887/notebooks/0_import_matrixtable.ipynb; https://github.com/deepgohil/gogoGPCR; https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank.md; https://github.com/deepgohil/gogoGPCR/blob/c2cb03d8ca76cd454688782f468867e170a7d798/notebooks/0_burden_files.ipynb; https://github.com/deepgohil/gogoGPCR; https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank.md; https://github.com/deepgohil/gogoGPCR/blob/0b3457853125a88ecb11bc1763c63ea7c8879aab/notebooks/1_burden_files.ipynb; https://github.com/deepgohil/gogoGPCR; https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank.md; https://github.com/deepgohil/gogoGPCR/blob/a3ba973a555acb8d23d5594be1969a105e9f324b/data/withdrawn_samples.csv; https://github.com/deepgohil/gogoGPCR; https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank.md; https://github.com/deepgohil/gogoGPCR/blob/daf3eb012558a373ff3e3534278c6be9786e8588/notebooks/04_fix_phesant_output.ipynb; https://github.com/deepgohil/gogoGPCR; https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank.md; https://github.com/deepgohil/gogoGPCR/blob/a06d7f313cba51625b28ef71e2e575180f5342f6/notebooks/02_covariates.ipynb; https://github.com/deepgohil/gogoGPCR; https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank.md; https://github.com/deepgohil/gogoGPCR/blob/173114a4ef37b99bca5010892053bbf904b43c22/notebooks/01_sample_hard_filter.ipynb; https://github.com/deepgohil/gogoGPCR; https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank.md; https://github.com/deepgohil/gogoGPCR/blob/8113a4e453f6fe6958e58eaab0258606d3630ba2/notebooks/1_sample_hard_filter.ipynb; https://github.com/deepgohil/gogoGPCR,true,evidence/lineages/lineage_deepgohil_gogogpcr.md
lineage_dhanushb2000_neuralcvd,DhanushB2000/NeuralCVD,https://github.com/DhanushB2000/NeuralCVD,1,2025-09-16-ukbiobank,1,unknown,,,,2025-09-16,genotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2025/09/2025-09-16-ukbiobank.md; https://github.com/DhanushB2000/NeuralCVD/tree/a847dad9c29f8326859b54b6cd3913f75d4e61d4/neuralcvd/preprocessing/ukbb_tabular; https://github.com/DhanushB2000/NeuralCVD,true,evidence/lineages/lineage_dhanushb2000_neuralcvd.md
lineage_dragonriser_biobank-read,Dragonriser/biobank-read,https://github.com/Dragonriser/biobank-read,1,2025-07-18-ukbiobank,1,unknown,,,,2025-07-18,genotype; hospital_episode_statistics,,,,,https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/5093ff460740e1a998439a4d7287de3904798dc7/CVD_10035.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/b6b919af62b41671957ec02d1cb883d6e81f9c0c/test.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/9f9569d678f6951bbcd9275ca864f0965b867207/test.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/32b4450c732fc6c8f566f089469dea5c7b4f1d31/test.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/4b039b1f420006ce21e545170f1242dcb11e396b/test.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/d358b68ae7c68dfdd2c0f00a5a2b42edab29c30f/test.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/316087423db1b9d070ebb75386c9bb804d4e5147/test_hpc.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/b6b919af62b41671957ec02d1cb883d6e81f9c0c/testnew.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/b6b919af62b41671957ec02d1cb883d6e81f9c0c/testnewDEATH.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/a1307b9e70ed8bceda4c1cc2f4bd344645dab8fb/testnewVARpartial.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/fd988508f364c44dd1ac9531607504409bd4298a/testnewVARpartial_HES.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/fd988508f364c44dd1ac9531607504409bd4298a/testnewVARpartial_SR.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/fd988508f364c44dd1ac9531607504409bd4298a/testnewVARpartial_death.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/a1307b9e70ed8bceda4c1cc2f4bd344645dab8fb/testnewVARpartial_deaths.csv; https://github.com/Dragonriser/biobank-read; https://github.com/github/dmca/blob/master/2025/07/2025-07-18-ukbiobank.md; https://github.com/Dragonriser/biobank-read/blob/b6b919af62b41671957ec02d1cb883d6e81f9c0c/testorigDEATH.csv; https://github.com/Dragonriser/biobank-read,true,evidence/lineages/lineage_dragonriser_biobank-read.md
lineage_emyanuthomas_ptrs-ukb,emyanuthomas/ptrs-ukb,https://github.com/emyanuthomas/ptrs-ukb,1,2025-11-13-uk-biobank-7,1,unknown,,,,2025-11-13,genotype; phenotype; hospital_episode_statistics; gwas,,,,,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-7.md; https://github.com/emyanuthomas/ptrs-ukb/blob/master/notebook/first_attempt_on_hail.ipynb; https://github.com/emyanuthomas/ptrs-ukb; https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-7.md; https://github.com/emyanuthomas/ptrs-ukb/blob/master/notebook/hail_reml.ipynb; https://github.com/emyanuthomas/ptrs-ukb; https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-7.md; https://github.com/emyanuthomas/ptrs-ukb/blob/master/notebook/first_look_at_prs.ipynb; https://github.com/emyanuthomas/ptrs-ukb; https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-7.md; https://github.com/emyanuthomas/ptrs-ukb/blob/master/notebook/side_try_pheno.ipynb; https://github.com/emyanuthomas/ptrs-ukb; https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-7.md; https://github.com/emyanuthomas/ptrs-ukb/blob/master/notebook/prepare_phenotype_and_run_gwas-with_variant_qc.ipynb; https://github.com/emyanuthomas/ptrs-ukb,true,evidence/lineages/lineage_emyanuthomas_ptrs-ukb.md
